iter	Logloss
0	0.2851851892
1	0.2263605277
2	0.1887060211
3	0.1716067978
4	0.1584300487
5	0.1529075958
6	0.1449950266
7	0.1364363111
8	0.1319268458
9	0.1210165021
10	0.1135370536
11	0.1020185433
12	0.08937601066
13	0.08495783233
14	0.07611008431
15	0.07341427703
16	0.07059199138
17	0.0679267432
18	0.06129736885
19	0.05749345931
20	0.05190278445
21	0.04856735588
22	0.04635481922
23	0.04457172713
24	0.041276613
25	0.03971103426
26	0.03865008954
27	0.03661557422
28	0.03551175407
29	0.03279312686
30	0.03223551492
31	0.03178639476
32	0.03091935311
33	0.03058596498
34	0.03011068083
35	0.02968093177
36	0.02850411136
37	0.02785670439
38	0.02659288354
39	0.02604011955
40	0.02578314225
41	0.0255338111
42	0.02467785806
43	0.02309964778
44	0.02239700757
45	0.02165285989
46	0.02128521283
47	0.02079589786
48	0.02040337541
49	0.02006681152
50	0.01977306295
51	0.01854151536
52	0.01825021848
53	0.01808598531
54	0.01767526409
55	0.01744155837
56	0.01731809705
57	0.01708256133
58	0.01699090164
59	0.01680718458
60	0.01596881705
61	0.01564244412
62	0.01536906386
63	0.01519267783
64	0.01496835553
65	0.01445622593
66	0.0142809606
67	0.01361381476
68	0.01351199413
69	0.01334544885
70	0.01315269536
71	0.01303834147
72	0.01292325869
73	0.01277046867
74	0.01263161748
75	0.01249656363
76	0.01244266313
77	0.01240422101
78	0.01223747111
79	0.01193552591
80	0.01136086467
81	0.01126375858
82	0.01117515982
83	0.01113616173
84	0.01110445821
85	0.01060567408
86	0.0105146705
87	0.01041264326
88	0.01030598509
89	0.01000955913
90	0.009822687963
91	0.00969125195
92	0.009635630995
93	0.009296421172
94	0.009202366155
95	0.009127824487
96	0.009069024164
97	0.009000050703
98	0.00893681019
99	0.008904613209
100	0.008841901319
101	0.008594657212
102	0.008529441621
103	0.008479815684
104	0.008384503435
105	0.008331172293
106	0.008290542553
107	0.0081754629
108	0.008038206439
109	0.007952416481
110	0.007822815341
111	0.007610088345
112	0.007582901098
113	0.007569588676
114	0.007516915715
115	0.007396417138
116	0.006981626233
117	0.006954933832
118	0.006835227617
119	0.006787952417
120	0.006703252679
121	0.006590389181
122	0.006562289539
123	0.006524384957
124	0.006485711002
125	0.006453224057
126	0.006431988936
127	0.006373303657
128	0.006298503913
129	0.006264211184
130	0.006234641372
131	0.006212399763
132	0.00621233311
133	0.006212270496
134	0.00621223454
135	0.006004383419
136	0.005982381579
137	0.005864779421
138	0.005818433932
139	0.005791766735
140	0.005779274314
141	0.005746596676
142	0.005719303923
143	0.005697103304
144	0.005602996422
145	0.005537709586
146	0.005478920699
147	0.005463661598
148	0.005447766545
149	0.005447762981
150	0.005447762981
151	0.005447749558
152	0.005447749558
153	0.005444504368
154	0.005408980498
155	0.005387615792
156	0.005319779575
157	0.00529913518
158	0.005298936806
159	0.00529888767
160	0.00527979477
161	0.005265854452
162	0.005195567153
163	0.005173583592
164	0.005156977443
165	0.005150028091
166	0.005133393928
167	0.005133387019
168	0.005133387019
169	0.005133387019
170	0.005133387019
171	0.005133376598
172	0.005133345146
173	0.005133336881
174	0.005133325332
175	0.005133325332
176	0.005133287078
177	0.005133270995
178	0.005133263215
179	0.00511223928
180	0.005088512888
181	0.005061407145
182	0.005021872533
183	0.004983132558
184	0.004966287311
185	0.004946082053
186	0.004929998566
187	0.004913453146
188	0.004911578323
189	0.004884264818
190	0.00486923319
191	0.004862042887
192	0.004761318057
193	0.004664571683
194	0.004600521143
195	0.00457610038
196	0.00457610038
197	0.00457610038
198	0.00457610038
199	0.004574467654
200	0.004574294206
201	0.004574262885
